script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-2451,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2452,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2453,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2454,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2455,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2456,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2457,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2458,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2459,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2460,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2461,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2462,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2463,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2464,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2465,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2466,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2467,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2468,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2469,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2470,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2471,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2472,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2473,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2474,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2475,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter endorsed the third-party account as the official position.,
SC-2476,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter confirmed the guest testimony as accurate for the record.,
SC-2477,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter affirmed the witness statement before the board reviewed it.,
SC-2478,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter accepted the visitor account as the team's working summary.,
SC-2479,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter confirmed the guest testimony as accurate for the record.,
SC-2480,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter affirmed the witness statement before the board reviewed it.,
SC-2481,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter accepted the visitor account as the team's working summary.,
SC-2482,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter confirmed the guest testimony as accurate for the record.,
SC-2483,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter affirmed the witness statement before the board reviewed it.,
SC-2484,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter accepted the visitor account as the team's working summary.,
SC-2485,True,True,False,False,6,That's not a setback. It's a season of recalibration.,The presenter confirmed the guest testimony as accurate for the record.,
SC-2486,True,False,False,False,6,We open with a calm pastoral note for the season ahead.,The presenter agreed with the guest voice on every detail of the testimony.,
SC-2487,True,False,False,False,6,We open with a calm pastoral note for the season ahead.,The presenter endorsed the third-party account as the official position.,
SC-2488,True,False,False,False,6,We open with a calm pastoral note for the season ahead.,The presenter confirmed the guest testimony as accurate for the record.,
SC-2489,True,False,False,False,6,We open with a calm pastoral note for the season ahead.,The presenter affirmed the witness statement before the board reviewed it.,
SC-2490,True,False,False,False,6,We open with a calm pastoral note for the season ahead.,The presenter accepted the visitor account as the team's working summary.,
SC-2491,False,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2492,False,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2493,False,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2494,False,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2495,False,True,False,False,6,That's not a setback. It's a season of recalibration.,Standard content with no unusual markers.,
SC-2496,False,False,False,False,14,Script SC-2496 opening line for trap 0.,Script SC-2496 body excerpt for trap 0.,
SC-2497,False,False,False,False,14,Script SC-2497 opening line for trap 1.,Script SC-2497 body excerpt for trap 1.,
SC-2498,False,False,False,False,14,Script SC-2498 opening line for trap 2.,Script SC-2498 body excerpt for trap 2.,
SC-2499,False,False,False,False,14,Script SC-2499 opening line for trap 3.,Script SC-2499 body excerpt for trap 3.,
SC-2500,False,False,False,False,14,Script SC-2500 opening line for trap 4.,Script SC-2500 body excerpt for trap 4.,
SC-2501,False,False,False,False,14,Script SC-2501 opening line for trap 5.,Script SC-2501 body excerpt for trap 5.,
SC-2502,False,False,False,False,14,Script SC-2502 opening line for trap 6.,Script SC-2502 body excerpt for trap 6.,
SC-2503,False,False,False,False,14,Script SC-2503 opening line for trap 7.,Script SC-2503 body excerpt for trap 7.,
SC-2504,False,False,False,False,14,Script SC-2504 opening line for trap 8.,Script SC-2504 body excerpt for trap 8.,
SC-2505,False,False,False,False,14,Script SC-2505 opening line for trap 9.,Script SC-2505 body excerpt for trap 9.,
SC-2506,False,False,False,False,10,Script SC-2506 opening line for trap 10.,Script SC-2506 body excerpt for trap 10.,
SC-2507,False,False,False,False,10,Script SC-2507 opening line for trap 11.,Script SC-2507 body excerpt for trap 11.,
